Suburb,Rooms,Type,Price,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname
North Melbourne,2,t,888000,2,1,1,0,Melbourne,Northern Metropolitan
North Melbourne,3,h,1325000,3,2,1,97,Melbourne,Northern Metropolitan
North Melbourne,1,u,368000,1,1,1,0,Melbourne,Northern Metropolitan
North Melbourne,3,t,1300000,3,2,2,67,Melbourne,Northern Metropolitan
North Melbourne,2,u,450000,2,1,1,1588,Melbourne,Northern Metropolitan
North Melbourne,3,h,1385000,3,2,0,118,Melbourne,Northern Metropolitan
North Melbourne,2,h,990000,2,2,1,584,Melbourne,Northern Metropolitan
North Melbourne,2,u,440000,2,1,1,0,Melbourne,Northern Metropolitan
North Melbourne,2,u,606000,2,1,2,0,Melbourne,Northern Metropolitan
North Melbourne,1,u,450000,1,1,1,0,Melbourne,Northern Metropolitan
North Melbourne,3,h,1470000,2,1,0,232,Melbourne,Northern Metropolitan
North Melbourne,2,u,591500,2,1,1,0,Melbourne,Northern Metropolitan
North Melbourne,2,t,1300000,2,2,1,0,Melbourne,Northern Metropolitan
North Melbourne,2,h,1010000,2,2,0,109,Melbourne,Northern Metropolitan
North Melbourne,2,h,1266000,2,1,0,161,Melbourne,Northern Metropolitan
North Melbourne,2,u,620000,2,1,2,0,Melbourne,Northern Metropolitan
North Melbourne,2,u,540000,2,1,1,0,Melbourne,Northern Metropolitan
North Melbourne,2,h,1200000,2,2,1,146,Melbourne,Northern Metropolitan
North Melbourne,2,u,630000,2,1,1,0,Melbourne,Northern Metropolitan
North Melbourne,2,u,560000,2,1,1,2300,Melbourne,Northern Metropolitan
North Melbourne,2,h,800000,2,2,1,55,Melbourne,Northern Metropolitan
North Melbourne,2,u,665500,2,2,1,0,Melbourne,Northern Metropolitan
North Melbourne,2,u,550055,2,1,2,1004,Melbourne,Northern Metropolitan
North Melbourne,1,u,358000,1,1,1,649,Melbourne,Northern Metropolitan
North Melbourne,1,u,320000,1,1,1,0,Melbourne,Northern Metropolitan
North Melbourne,3,t,1000000,3,2,1,61,Melbourne,Northern Metropolitan
North Melbourne,2,u,598000,2,1,1,0,Melbourne,Northern Metropolitan
North Melbourne,2,u,950000,2,2,1,0,Melbourne,Northern Metropolitan
North Melbourne,3,t,1065000,3,2,1,64,Melbourne,Northern Metropolitan
North Melbourne,2,h,885000,2,1,1,111,Melbourne,Northern Metropolitan
North Melbourne,2,u,587134,2,1,1,0,Melbourne,Northern Metropolitan
Northcote,2,h,1286000,2,1,1,245,Darebin,Northern Metropolitan
Northcote,3,h,1200000,3,1,1,215,Darebin,Northern Metropolitan
Northcote,3,h,1382500,3,2,2,286,Darebin,Northern Metropolitan
Northcote,2,u,630000,2,2,1,0,Darebin,Northern Metropolitan
Northcote,4,h,1600000,4,2,1,464,Darebin,Northern Metropolitan
Northcote,3,h,1310000,3,2,1,267,Darebin,Northern Metropolitan
Northcote,2,h,1035000,2,1,0,140,Darebin,Northern Metropolitan
Northcote,3,h,1980000,3,2,4,613,Darebin,Northern Metropolitan
Northcote,2,u,592000,2,1,2,0,Darebin,Northern Metropolitan
Northcote,3,h,1335000,3,1,3,520,Darebin,Northern Metropolitan
Northcote,3,h,1710000,3,1,1,247,Darebin,Northern Metropolitan
Northcote,4,h,1590000,4,1,1,484,Darebin,Northern Metropolitan
Northcote,6,h,2000000,6,2,2,772,Darebin,Northern Metropolitan
Northcote,2,u,583000,2,2,1,0,Darebin,Northern Metropolitan
Northcote,2,u,418000,2,1,1,1882,Darebin,Northern Metropolitan
Northcote,3,h,860000,3,1,1,213,Darebin,Northern Metropolitan
Northcote,2,t,650000,2,2,2,55,Darebin,Northern Metropolitan
Northcote,4,h,1700000,4,2,1,415,Darebin,Northern Metropolitan
Northcote,2,h,1575000,2,1,3,607,Darebin,Northern Metropolitan
Northcote,2,h,950000,2,1,1,191,Darebin,Northern Metropolitan
Northcote,3,h,1655000,3,1,3,472,Darebin,Northern Metropolitan
Northcote,4,h,1950000,4,1,2,608,Darebin,Northern Metropolitan
Northcote,4,h,905000,2,1,1,314,Darebin,Northern Metropolitan
Northcote,3,h,1255000,3,2,1,259,Darebin,Northern Metropolitan
Northcote,2,u,601000,2,1,1,0,Darebin,Northern Metropolitan
Northcote,2,h,1020000,2,1,2,347,Darebin,Northern Metropolitan
Northcote,1,u,435000,1,1,2,0,Darebin,Northern Metropolitan
Northcote,2,h,790000,2,1,1,136,Darebin,Northern Metropolitan
Northcote,3,h,990000,2,1,2,497,Darebin,Northern Metropolitan
Northcote,2,u,605000,2,1,2,0,Darebin,Northern Metropolitan
Northcote,4,h,2270000,4,2,2,440,Darebin,Northern Metropolitan
Northcote,1,u,385000,1,1,0,0,Darebin,Northern Metropolitan
Northcote,2,h,900000,2,1,0,367,Darebin,Northern Metropolitan
Northcote,4,h,1340000,4,1,2,0,Darebin,Northern Metropolitan
Northcote,3,h,1300000,3,2,1,379,Darebin,Northern Metropolitan
Northcote,4,h,1310000,4,2,2,282,Darebin,Northern Metropolitan
Northcote,2,h,1112000,4,1,2,238,Darebin,Northern Metropolitan
Northcote,2,h,910000,2,1,2,229,Darebin,Northern Metropolitan
Northcote,3,t,830000,3,3,1,55,Darebin,Northern Metropolitan
Northcote,4,h,2100000,4,1,2,0,Darebin,Northern Metropolitan
Northcote,3,h,1190000,3,1,1,445,Darebin,Northern Metropolitan
Northcote,3,t,865000,3,1,2,184,Darebin,Northern Metropolitan
Northcote,4,h,2175000,5,2,1,573,Darebin,Northern Metropolitan
Northcote,3,h,1085000,3,1,2,610,Darebin,Northern Metropolitan
Northcote,1,u,312000,1,1,1,0,Darebin,Northern Metropolitan
Northcote,1,u,320000,1,1,0,0,Darebin,Northern Metropolitan
Northcote,2,h,890000,2,1,1,225,Darebin,Northern Metropolitan
Northcote,5,h,2700000,4,3,3,490,Darebin,Northern Metropolitan
Northcote,2,h,1101000,2,1,0,229,Darebin,Northern Metropolitan
Northcote,3,h,926000,3,1,2,380,Darebin,Northern Metropolitan
Northcote,3,h,1050000,3,1,0,158,Darebin,Northern Metropolitan
Northcote,3,h,1010000,3,1,1,178,Darebin,Northern Metropolitan
Northcote,5,h,2155000,5,2,2,692,Darebin,Northern Metropolitan
Northcote,2,u,430000,2,1,1,0,Darebin,Northern Metropolitan
Northcote,3,h,1900000,3,1,1,522,Darebin,Northern Metropolitan
Northcote,2,h,888000,2,1,1,190,Darebin,Northern Metropolitan
Northcote,2,h,1020000,2,1,1,354,Darebin,Northern Metropolitan
Northcote,3,h,1160000,2,3,2,425,Darebin,Northern Metropolitan
Northcote,2,h,844000,2,1,1,174,Darebin,Northern Metropolitan
Northcote,3,h,1860000,2,3,1,448,Darebin,Northern Metropolitan
Northcote,3,h,1676000,3,1,2,401,Darebin,Northern Metropolitan
Northcote,3,t,900000,3,2,2,608,Darebin,Northern Metropolitan
Northcote,3,h,1300000,3,1,1,328,Darebin,Northern Metropolitan
Northcote,3,u,810000,3,1,2,150,Darebin,Northern Metropolitan
Northcote,2,t,701000,2,1,1,0,Darebin,Northern Metropolitan
Northcote,1,u,410000,1,1,0,0,Darebin,Northern Metropolitan
Northcote,2,h,1255000,2,1,2,314,Darebin,Northern Metropolitan
Northcote,2,u,665000,2,1,1,120,Darebin,Northern Metropolitan
Northcote,2,h,1085000,2,2,1,152,Darebin,Northern Metropolitan
Northcote,3,h,2315000,3,1,2,899,Darebin,Northern Metropolitan
Northcote,2,h,1170000,2,1,3,453,Darebin,Northern Metropolitan
Northcote,2,h,875000,2,1,1,0,Darebin,Northern Metropolitan
Northcote,3,h,1715000,3,1,1,407,Darebin,Northern Metropolitan
Northcote,3,h,1396500,3,1,1,302,Darebin,Northern Metropolitan
Northcote,1,u,422000,1,1,1,0,Darebin,Northern Metropolitan
Northcote,3,h,1474000,3,1,0,304,Darebin,Northern Metropolitan
Northcote,3,h,1340000,3,2,1,165,Darebin,Northern Metropolitan
Northcote,3,h,980000,3,1,0,279,Darebin,Northern Metropolitan
Northcote,2,h,1035000,2,1,2,243,Darebin,Northern Metropolitan
Northcote,2,u,460000,2,1,1,0,Darebin,Northern Metropolitan
Northcote,3,h,1760000,2,2,2,403,Darebin,Northern Metropolitan
Northcote,3,h,975000,3,1,2,274,Darebin,Northern Metropolitan
Northcote,2,h,1095000,2,1,2,306,Darebin,Northern Metropolitan
Northcote,3,h,1121000,3,1,0,0,Darebin,Northern Metropolitan
Northcote,1,u,370000,2,1,1,0,Darebin,Northern Metropolitan
Northcote,3,h,1225000,3,1,2,307,Darebin,Northern Metropolitan
Northcote,4,h,2004000,3,2,1,569,Darebin,Northern Metropolitan
Northcote,2,h,1211000,2,1,1,178,Darebin,Northern Metropolitan
Northcote,5,h,4300000,4,4,3,569,Darebin,Northern Metropolitan
Northcote,3,h,1400000,3,1,1,335,Darebin,Northern Metropolitan
Northcote,2,u,770000,2,1,1,129,Darebin,Northern Metropolitan
Northcote,3,h,1090000,3,1,2,318,Darebin,Northern Metropolitan
Northcote,4,h,1830000,3,1,1,654,Darebin,Northern Metropolitan
Northcote,3,h,1000000,3,1,1,440,Darebin,Northern Metropolitan
Northcote,2,u,600000,2,1,1,671,Darebin,Northern Metropolitan
Northcote,2,u,692000,2,1,1,0,Darebin,Northern Metropolitan
Northcote,3,t,980000,3,2,2,195,Darebin,Northern Metropolitan
Northcote,4,h,1310000,4,2,1,355,Darebin,Northern Metropolitan
Northcote,2,h,1050000,2,1,2,301,Darebin,Northern Metropolitan
Northcote,5,h,1700000,5,3,1,450,Darebin,Northern Metropolitan
Northcote,3,h,2160000,3,2,1,338,Darebin,Northern Metropolitan
Northcote,3,h,1610000,3,1,2,501,Darebin,Northern Metropolitan
Northcote,1,u,400000,1,1,1,0,Darebin,Northern Metropolitan
Northcote,4,h,1420000,3,1,1,465,Darebin,Northern Metropolitan
Northcote,4,h,1950000,4,2,1,489,Darebin,Northern Metropolitan
Northcote,5,h,1820000,5,3,2,344,Darebin,Northern Metropolitan
Northcote,4,h,1900000,3,2,1,537,Darebin,Northern Metropolitan
Northcote,3,h,1080000,2,1,1,348,Darebin,Northern Metropolitan
Northcote,2,u,570000,2,1,1,0,Darebin,Northern Metropolitan
Northcote,3,h,1450000,3,1,1,489,Darebin,Northern Metropolitan
Northcote,3,h,1400000,3,1,2,582,Darebin,Northern Metropolitan
Northcote,2,h,1340000,2,1,1,297,Darebin,Northern Metropolitan
Northcote,1,u,340000,1,1,1,0,Darebin,Northern Metropolitan
Northcote,4,h,1300000,4,3,2,187,Darebin,Northern Metropolitan
Northcote,4,h,2340000,4,2,3,824,Darebin,Northern Metropolitan
Northcote,2,h,1634000,2,1,2,376,Darebin,Northern Metropolitan
Northcote,2,h,910000,2,1,1,150,Darebin,Northern Metropolitan
Northcote,4,h,1650000,4,1,1,382,Darebin,Northern Metropolitan
Northcote,3,t,1130000,3,2,1,229,Darebin,Northern Metropolitan
Northcote,4,h,3850000,4,4,8,1390,Darebin,Northern Metropolitan
Northcote,3,h,1510000,3,1,3,327,Darebin,Northern Metropolitan
Northcote,3,h,1500000,4,1,8,727,Darebin,Northern Metropolitan
Northcote,4,h,2315000,3,2,4,750,Darebin,Northern Metropolitan
Oak Park,3,h,892000,3,1,3,757,Moreland,Northern Metropolitan
Oak Park,2,h,592000,2,1,2,577,Moreland,Northern Metropolitan
Oak Park,3,u,647000,3,1,2,250,Moreland,Northern Metropolitan
Oak Park,4,h,865000,4,1,2,696,Moreland,Northern Metropolitan
Oak Park,4,h,1350000,4,2,2,590,Moreland,Northern Metropolitan
Oak Park,2,u,476000,2,1,1,189,Moreland,Northern Metropolitan
Oak Park,4,h,830000,4,2,2,616,Moreland,Northern Metropolitan
Oak Park,3,h,706000,3,1,0,715,Moreland,Northern Metropolitan
Oak Park,4,h,920000,4,2,2,780,Moreland,Northern Metropolitan
Oak Park,2,u,522000,2,1,1,161,Moreland,Northern Metropolitan
Oak Park,3,u,358500,3,1,1,0,Moreland,Northern Metropolitan
Oak Park,4,h,690000,3,1,1,553,Moreland,Northern Metropolitan
Oak Park,4,h,800000,4,2,1,589,Moreland,Northern Metropolitan
Oak Park,3,t,770000,3,2,2,272,Moreland,Northern Metropolitan
Oak Park,5,h,1100000,5,2,4,783,Moreland,Northern Metropolitan
Oak Park,3,h,727500,3,1,2,719,Moreland,Northern Metropolitan
Oak Park,3,h,925000,3,1,4,815,Moreland,Northern Metropolitan
Oak Park,2,t,475000,2,1,1,118,Moreland,Northern Metropolitan
Oak Park,3,u,651000,3,2,2,198,Moreland,Northern Metropolitan
Oak Park,3,t,770000,3,2,2,264,Moreland,Northern Metropolitan
Oak Park,3,h,900000,3,1,1,705,Moreland,Northern Metropolitan
Oak Park,3,h,815500,3,2,2,790,Moreland,Northern Metropolitan
Oak Park,3,h,770000,3,2,2,382,Moreland,Northern Metropolitan
Oak Park,2,t,585500,2,1,1,161,Moreland,Northern Metropolitan
Oak Park,4,h,840000,4,1,2,704,Moreland,Northern Metropolitan
Oak Park,4,h,1005000,4,1,1,780,Moreland,Northern Metropolitan
Oak Park,2,u,470000,2,1,1,138,Moreland,Northern Metropolitan
Oak Park,3,h,810000,3,1,3,763,Moreland,Northern Metropolitan
Oak Park,3,u,550000,3,1,1,196,Moreland,Northern Metropolitan
Oak Park,4,h,855333,4,1,2,694,Moreland,Northern Metropolitan
Oak Park,5,h,900000,5,2,2,568,Moreland,Northern Metropolitan
Oak Park,2,h,480000,2,1,2,0,Moreland,Northern Metropolitan
Oakleigh South,3,t,680000,3,2,1,189,Monash,South-Eastern Metropolitan
Oakleigh South,3,h,981000,3,1,2,646,Monash,South-Eastern Metropolitan
Oakleigh South,4,h,876000,4,2,1,535,Kingston,South-Eastern Metropolitan
Oakleigh South,3,h,875000,3,2,1,258,Monash,South-Eastern Metropolitan
Oakleigh South,4,h,651000,4,2,2,214,Kingston,South-Eastern Metropolitan
Oakleigh South,3,h,802000,1,1,2,533,Kingston,South-Eastern Metropolitan
Oakleigh South,3,h,995000,3,1,1,530,Monash,South-Eastern Metropolitan
Oakleigh South,4,h,881500,4,2,2,581,Kingston,South-Eastern Metropolitan
Oakleigh South,5,h,900000,5,2,2,558,Kingston,South-Eastern Metropolitan
Oakleigh South,3,h,782000,3,2,2,0,Kingston,South-Eastern Metropolitan
Oakleigh South,2,h,580000,2,1,2,428,Monash,South-Eastern Metropolitan
Oakleigh South,3,h,937500,3,1,2,530,Monash,South-Eastern Metropolitan
Oakleigh South,3,h,1080000,3,2,2,716,Kingston,South-Eastern Metropolitan
Oakleigh South,3,h,1000000,3,2,2,575,Monash,South-Eastern Metropolitan
Oakleigh South,3,h,1235000,3,1,4,743,Monash,South-Eastern Metropolitan
Oakleigh South,4,h,801347,4,2,1,567,Kingston,South-Eastern Metropolitan
Oakleigh South,3,h,921000,3,1,2,535,Kingston,South-Eastern Metropolitan
Oakleigh South,6,h,1900000,6,2,6,1200,Monash,South-Eastern Metropolitan
Oakleigh South,2,h,752500,2,1,1,308,Monash,South-Eastern Metropolitan
Oakleigh South,4,h,800000,4,2,2,558,Kingston,South-Eastern Metropolitan
Oakleigh South,3,t,800000,3,1,2,252,Monash,South-Eastern Metropolitan
Oakleigh South,3,h,1067000,3,1,2,648,Monash,South-Eastern Metropolitan
Oakleigh South,4,h,1310000,4,2,4,993,Monash,South-Eastern Metropolitan
Oakleigh South,3,h,800000,3,2,2,0,Monash,South-Eastern Metropolitan
Oakleigh South,3,h,1260500,3,1,1,774,Monash,South-Eastern Metropolitan
Oakleigh South,3,h,850500,3,1,2,531,Kingston,South-Eastern Metropolitan
Oakleigh South,2,u,625000,2,1,1,204,Monash,South-Eastern Metropolitan
Oakleigh South,3,h,980500,3,2,2,727,Monash,South-Eastern Metropolitan
Oakleigh South,3,h,1068000,3,2,2,609,Monash,South-Eastern Metropolitan
Oakleigh South,4,h,937500,4,2,2,539,Kingston,South-Eastern Metropolitan
Oakleigh South,4,h,1126000,4,2,2,530,Kingston,South-Eastern Metropolitan
Oakleigh South,2,h,778000,2,1,1,806,Monash,South-Eastern Metropolitan
Parkville,4,h,1230000,4,2,2,357,Melbourne,Northern Metropolitan
Parkville,3,u,1360000,3,2,1,0,Melbourne,Northern Metropolitan
Parkville,2,h,1805000,2,1,1,187,Melbourne,Northern Metropolitan
Parkville,1,u,352500,1,1,1,0,Melbourne,Northern Metropolitan
Parkville,1,u,395000,1,1,1,2469,Melbourne,Northern Metropolitan
Parkville,1,h,307000,1,1,1,0,Melbourne,Northern Metropolitan
Parkville,2,h,2200000,2,2,1,190,Melbourne,Northern Metropolitan
Parkville,1,u,485000,1,1,1,0,Melbourne,Northern Metropolitan
Parkville,4,h,1717500,4,2,1,165,Melbourne,Northern Metropolitan
Parkville,2,h,1265000,2,1,0,70,Melbourne,Northern Metropolitan
Parkville,1,u,401000,1,1,1,0,Melbourne,Northern Metropolitan
Parkville,4,h,2375000,4,2,2,182,Melbourne,Northern Metropolitan
Parkville,2,h,1851000,2,1,1,172,Melbourne,Northern Metropolitan
Parkville,2,u,734600,2,2,1,2427,Melbourne,Northern Metropolitan
Parkville,4,h,1928000,4,1,0,194,Melbourne,Northern Metropolitan
Parkville,1,u,526000,1,1,1,2488,Melbourne,Northern Metropolitan
Parkville,3,h,2236000,4,2,1,154,Melbourne,Northern Metropolitan
Parkville,1,u,500000,1,1,1,2431,Melbourne,Northern Metropolitan
Parkville,3,u,1403000,3,2,2,2401,Melbourne,Northern Metropolitan
Parkville,3,h,965000,3,2,2,173,Melbourne,Northern Metropolitan
Parkville,3,u,1040000,3,2,1,0,Melbourne,Northern Metropolitan
Parkville,1,u,526000,1,1,1,0,Melbourne,Northern Metropolitan
Parkville,2,u,750000,2,1,1,2193,Melbourne,Northern Metropolitan
Pascoe Vale,3,h,1120000,2,1,2,50,Moreland,Northern Metropolitan
Pascoe Vale,3,h,770000,3,1,4,560,Moreland,Northern Metropolitan
Pascoe Vale,2,h,915000,2,1,3,629,Moreland,Northern Metropolitan
Pascoe Vale,4,h,975000,4,1,1,733,Moreland,Northern Metropolitan
Pascoe Vale,3,h,770000,3,1,0,464,Moreland,Northern Metropolitan
Pascoe Vale,3,h,780000,3,1,1,446,Moreland,Northern Metropolitan
Pascoe Vale,3,u,600000,3,1,1,204,Moreland,Northern Metropolitan
Pascoe Vale,3,h,1465000,3,1,2,956,Moreland,Northern Metropolitan
Pascoe Vale,4,h,955000,4,2,2,686,Moreland,Northern Metropolitan
Pascoe Vale,3,h,767000,3,1,1,505,Moreland,Northern Metropolitan
Pascoe Vale,4,h,1196000,4,2,2,559,Moreland,Northern Metropolitan
Pascoe Vale,3,h,731000,3,1,2,568,Moreland,Northern Metropolitan
Pascoe Vale,2,h,555000,2,1,2,336,Moreland,Northern Metropolitan
Pascoe Vale,3,u,585000,3,1,1,180,Moreland,Northern Metropolitan
Pascoe Vale,2,t,480000,2,1,1,113,Moreland,Northern Metropolitan
Pascoe Vale,4,t,605000,4,2,1,215,Moreland,Northern Metropolitan
Pascoe Vale,2,u,495000,3,1,2,205,Moreland,Northern Metropolitan
Pascoe Vale,3,h,738000,3,1,1,821,Moreland,Northern Metropolitan
Pascoe Vale,2,h,386000,2,1,1,111,Moreland,Northern Metropolitan
Pascoe Vale,2,u,452000,2,1,1,159,Moreland,Northern Metropolitan
Pascoe Vale,3,h,522500,3,1,1,192,Moreland,Northern Metropolitan
Pascoe Vale,2,h,601500,2,1,1,253,Moreland,Northern Metropolitan
Pascoe Vale,3,h,1305000,3,1,1,735,Moreland,Northern Metropolitan
Pascoe Vale,2,h,741000,2,1,2,520,Moreland,Northern Metropolitan
Pascoe Vale,2,u,495000,2,1,1,207,Moreland,Northern Metropolitan
Pascoe Vale,5,h,1345000,5,2,5,759,Moreland,Northern Metropolitan
Pascoe Vale,2,t,530000,2,1,1,156,Moreland,Northern Metropolitan
Pascoe Vale,3,h,815000,2,1,1,438,Moreland,Northern Metropolitan
Pascoe Vale,4,h,930000,4,1,3,746,Moreland,Northern Metropolitan
Pascoe Vale,2,u,521500,2,1,1,0,Moreland,Northern Metropolitan
Pascoe Vale,4,h,730000,4,1,3,683,Moreland,Northern Metropolitan
Pascoe Vale,3,h,775000,3,1,1,406,Moreland,Northern Metropolitan
Pascoe Vale,4,h,990000,4,2,2,770,Moreland,Northern Metropolitan
Pascoe Vale,5,h,950000,5,2,2,705,Moreland,Northern Metropolitan
Pascoe Vale,2,h,915000,2,1,3,629,Moreland,Northern Metropolitan
Pascoe Vale,3,h,900000,3,1,1,570,Moreland,Northern Metropolitan
Pascoe Vale,3,h,810000,3,1,1,470,Moreland,Northern Metropolitan
Pascoe Vale,2,h,920000,2,1,2,650,Moreland,Northern Metropolitan
Pascoe Vale,3,h,835000,3,1,2,422,Moreland,Northern Metropolitan
Pascoe Vale,3,t,790000,3,3,1,291,Moreland,Northern Metropolitan
Pascoe Vale,4,h,810000,4,2,1,455,Moreland,Northern Metropolitan
Pascoe Vale,3,t,667500,3,2,2,167,Moreland,Northern Metropolitan
Pascoe Vale,2,t,500000,2,1,1,147,Moreland,Northern Metropolitan
Pascoe Vale,2,u,485000,2,1,1,139,Moreland,Northern Metropolitan
Pascoe Vale,2,u,488000,3,1,2,219,Moreland,Northern Metropolitan
Pascoe Vale,3,h,900000,3,2,2,608,Moreland,Northern Metropolitan
Pascoe Vale,2,h,680000,2,1,2,590,Moreland,Northern Metropolitan
Pascoe Vale,3,h,683500,3,1,2,590,Moreland,Northern Metropolitan
Pascoe Vale,3,t,590000,3,2,2,191,Moreland,Northern Metropolitan
Pascoe Vale,3,h,770000,3,1,3,464,Moreland,Northern Metropolitan
Pascoe Vale,3,h,815000,3,1,2,628,Moreland,Northern Metropolitan
Pascoe Vale,3,h,975000,3,1,3,686,Moreland,Northern Metropolitan
Pascoe Vale,4,h,970000,3,2,1,535,Moreland,Northern Metropolitan
Pascoe Vale,3,u,515000,3,1,2,0,Moreland,Northern Metropolitan
Pascoe Vale,3,h,940000,3,1,1,589,Moreland,Northern Metropolitan
Pascoe Vale,3,t,600000,3,3,1,205,Moreland,Northern Metropolitan
Pascoe Vale,2,t,510000,2,1,1,110,Moreland,Northern Metropolitan
Pascoe Vale,3,h,750000,3,2,2,540,Moreland,Northern Metropolitan
Pascoe Vale,4,h,822000,4,2,2,250,Moreland,Northern Metropolitan
Pascoe Vale,3,h,983000,3,1,2,650,Moreland,Northern Metropolitan
Pascoe Vale,3,h,600000,3,1,3,490,Moreland,Northern Metropolitan
Pascoe Vale,4,t,640000,3,2,2,353,Moreland,Northern Metropolitan
Pascoe Vale,3,t,430000,3,2,1,146,Moreland,Northern Metropolitan
Pascoe Vale,4,h,1350000,4,2,2,646,Moreland,Northern Metropolitan
Pascoe Vale,4,h,780000,4,1,1,556,Moreland,Northern Metropolitan
Pascoe Vale,2,h,474000,2,1,1,558,Moreland,Northern Metropolitan
Pascoe Vale,2,h,810000,2,1,1,783,Moreland,Northern Metropolitan
Pascoe Vale,4,h,723000,4,1,2,485,Moreland,Northern Metropolitan
Pascoe Vale,2,t,550500,2,1,2,135,Moreland,Northern Metropolitan
Pascoe Vale,2,t,610000,2,1,1,169,Moreland,Northern Metropolitan
Pascoe Vale,3,h,1000000,3,1,2,858,Moreland,Northern Metropolitan
Pascoe Vale,3,u,533000,3,2,2,197,Moreland,Northern Metropolitan
Pascoe Vale,2,h,630000,2,1,1,602,Moreland,Northern Metropolitan
Pascoe Vale,2,t,410000,2,1,1,105,Moreland,Northern Metropolitan
Pascoe Vale,3,h,600000,3,1,4,557,Moreland,Northern Metropolitan
Pascoe Vale,3,h,616000,3,1,1,190,Moreland,Northern Metropolitan
Pascoe Vale,3,h,792000,3,1,2,582,Moreland,Northern Metropolitan
Pascoe Vale,3,h,960000,3,1,2,641,Moreland,Northern Metropolitan
Pascoe Vale,4,h,985000,4,2,2,511,Moreland,Northern Metropolitan
Pascoe Vale,4,h,820000,4,1,1,420,Moreland,Northern Metropolitan
Pascoe Vale,3,h,670000,3,1,1,596,Moreland,Northern Metropolitan
Pascoe Vale,2,h,855000,2,1,2,659,Moreland,Northern Metropolitan
Pascoe Vale,4,t,665000,4,2,2,148,Moreland,Northern Metropolitan
Pascoe Vale,3,h,690000,3,1,1,507,Moreland,Northern Metropolitan
Pascoe Vale,3,h,880000,3,2,2,588,Moreland,Northern Metropolitan
Pascoe Vale,3,h,700000,3,1,2,449,Moreland,Northern Metropolitan
Pascoe Vale,3,t,600000,3,2,1,122,Moreland,Northern Metropolitan
Pascoe Vale,3,h,721000,3,1,2,542,Moreland,Northern Metropolitan
Pascoe Vale,2,h,720000,2,1,1,428,Moreland,Northern Metropolitan
Pascoe Vale,4,h,910000,4,2,0,934,Moreland,Northern Metropolitan
Pascoe Vale,2,h,1570000,2,1,1,746,Moreland,Northern Metropolitan
Pascoe Vale,2,h,525500,2,1,1,111,Moreland,Northern Metropolitan
Pascoe Vale,3,h,612500,3,1,1,522,Moreland,Northern Metropolitan
Pascoe Vale,1,u,248500,1,1,1,49,Moreland,Northern Metropolitan
Pascoe Vale,3,h,960000,3,2,2,501,Moreland,Northern Metropolitan
Pascoe Vale,2,h,1085000,3,1,2,847,Moreland,Northern Metropolitan
Pascoe Vale,3,h,650000,3,2,1,266,Moreland,Northern Metropolitan
Pascoe Vale,4,h,650000,4,1,2,410,Moreland,Northern Metropolitan
Pascoe Vale,4,h,937000,4,2,2,708,Moreland,Northern Metropolitan
Pascoe Vale,2,u,360000,2,1,1,119,Moreland,Northern Metropolitan
